action,blue_count,red_count,blue_pct,red_pct,blue_pct_formatted,red_pct_formatted
kinetic_increased_patrols,1215,6007,10.125,50.05833333333333,10.1%,50.1%
cyber_cyber_harassment,4179,0,34.825,0.0,34.8%,0.0%
info_intelligence_sharing,128,3597,1.0666666666666667,29.975,1.1%,30.0%
info_public_statements,3106,231,25.883333333333333,1.925,25.9%,1.9%
cyber_passive_monitoring,1257,1526,10.475,12.716666666666667,10.5%,12.7%
economic_trade_monitoring,1829,319,15.241666666666667,2.658333333333333,15.2%,2.7%
kinetic_airspace_restriction,137,319,1.1416666666666666,2.658333333333333,1.1%,2.7%
kinetic_readiness_exercise,149,0,1.2416666666666667,0.0,1.2%,0.0%
economic_selective_tariffs,0,1,0.0,0.008333333333333333,0.0%,0.0%
