episode,outcome,score_margin,blue_strategic_score,red_strategic_score,blue_reward,red_reward,mean_tension,final_tension,final_stability,military_balance,coalition_strength,resource_leverage,clamps,commitments_blue,commitments_red,blue_unique_actions,red_unique_actions,blue_entropy_norm,red_entropy_norm
38,draw,-0.09761639639514974,0.08194040180242515,0.1795567981975749,11.993362662104639,6.661867373217681,0.7528461425148694,0.82,0.45,0.4974000018024251,0.8715200000000001,0.43000000000000005,0,2,1,10,10,0.6817032860609041,0.6463936023249285
39,draw,-0.11142931813029894,0.07417834093485051,0.18560765906514945,10.154158792681029,6.557315338897341,0.7761071179425773,0.82,0.45,0.49134914093485055,0.86876,0.43000000000000005,0,1,2,11,10,0.6656490053304506,0.6827285734607729
40,draw,-0.10468211084937962,0.0801559445753102,0.1848380554246898,10.63843200265514,6.786656061518295,0.7622178936333579,0.82,0.45,0.49211874457531024,0.8771599999999999,0.43000000000000005,0,0,1,10,10,0.6872546464571557,0.6324699177681705
41,draw,-0.11240869134992221,0.0753998543250389,0.1878085456749611,10.41606696186085,5.6640436230682365,0.7782219113905311,0.82,0.45,0.4891482543250389,0.8742800000000001,0.43000000000000005,2,4,5,11,12,0.7242476820589996,0.6962719083716308
42,draw,-0.09458667122142372,0.08412486438928815,0.17871153561071187,9.915356359900109,6.998283941588167,0.7617916138715752,0.82,0.46131394985738455,0.4982452643892881,0.87368,0.43000000000000005,1,1,0,11,11,0.6844856668099266,0.6739344612959554
43,draw,-0.09280107122142378,0.0859104643892881,0.17871153561071187,10.662498269657206,8.162876905651647,0.735092715416219,0.82,0.45,0.4982452643892881,0.87656,0.43000000000000005,3,1,0,11,12,0.7178132189712539,0.6934690318951083
44,draw,-0.09810845125181095,0.08407517437409448,0.18218362562590543,10.721142611345552,5.895524471700275,0.7579231196728436,0.82,0.45,0.49477317437409457,0.8791999999999999,0.43000000000000005,3,1,1,12,13,0.6906661554185861,0.6808477104289404
45,draw,-0.11434309134992227,0.07346545432503884,0.1878085456749611,10.12441027739907,6.220894510471623,0.7731369681869765,0.82,0.45,0.4891482543250389,0.8711599999999999,0.43000000000000005,0,4,5,12,10,0.7310708819695918,0.6479240392121912
46,draw,-0.11254531813029889,0.07306234093485056,0.18560765906514945,9.279557722414228,5.460853750792759,0.7885600666212265,0.82,0.4506337609905202,0.49134914093485055,0.8669600000000001,0.43000000000000005,2,1,2,11,11,0.7107633625981418,0.7048183048027127
47,draw,-0.11308048970660539,0.07327835514669731,0.1863588448533027,10.30346220378355,7.276330016208024,0.7612828828270902,0.82,0.452885395177495,0.49059795514669735,0.86852,0.43000000000000005,1,2,3,10,11,0.6810837413180341,0.6682365191596574
48,draw,-0.11826733224937003,0.06882493387531499,0.18709226612468502,10.469941437115551,7.178941887772117,0.7677198480399063,0.82,0.4507986116458213,0.489864533875315,0.8625200000000001,0.43000000000000005,1,3,4,11,11,0.7046229276867537,0.6923291401961698
49,red,-0.1269607548607437,0.0627298225696282,0.1896905774303719,10.423316975218121,8.734645368369165,0.7217082384977002,0.82,0.45,0.48726622256962815,0.8568800000000001,0.43000000000000005,1,2,4,11,12,0.697979960771333,0.7150534047060604
50,draw,-0.10354184139750167,0.07782447930124917,0.18136632069875083,10.92654034149839,6.996213397731861,0.7625126710396265,0.82,0.45,0.4955904793012492,0.8677999999999999,0.43000000000000005,1,0,0,10,11,0.6622865007885269,0.6675637286606873
51,red,-0.12462701612403582,0.06642629193798213,0.19105330806201795,9.816710107982562,7.7039906858948015,0.7540074830617224,0.82,0.4532690939898463,0.4859034919379821,0.86504,0.43000000000000005,1,4,6,11,11,0.7098501273610942,0.6864879564295799
52,draw,-0.10808131813029886,0.07752634093485058,0.18560765906514945,11.020512071856695,7.498258704256467,0.7557167335413065,0.82,0.4501383296797561,0.49134914093485055,0.87416,0.43000000000000005,1,1,2,12,11,0.6876866545352394,0.6445008454042309
53,red,-0.12034085356999746,0.06864377321500129,0.18898462678499875,10.544328097551924,6.6353950766337215,0.7602147115817675,0.82,0.45,0.4879721732150013,0.8652799999999999,0.43000000000000005,1,1,3,12,12,0.730959429881375,0.719216459574908
54,draw,-0.11892555486074374,0.07076502256962816,0.1896905774303719,11.219182063688688,7.174662613290677,0.7671511537663611,0.82,0.45,0.48726622256962815,0.8698400000000001,0.43000000000000005,2,2,4,11,12,0.6816450797284729,0.7265448089732088
55,draw,-0.11671171813029885,0.0688959409348506,0.18560765906514945,6.847178661630377,6.402944624982814,0.7764982495408862,0.82,0.45,0.49134914093485055,0.8602400000000001,0.43000000000000005,0,1,2,11,11,0.6548060455295043,0.6710964916978631
56,draw,-0.10473224139750165,0.07663407930124919,0.18136632069875083,11.519862771114521,8.247278388425203,0.7348823090093869,0.82,0.45,0.4955904793012492,0.86588,0.43000000000000005,0,0,0,11,10,0.6919117660421011,0.6906510112987422
57,draw,-0.11059351251985716,0.07392664374007143,0.1845201562599286,11.20390780769862,7.570944738643537,0.7410488010038253,0.82,0.45,0.4924366437400714,0.8666,0.43000000000000005,1,4,4,11,13,0.7091240911060234,0.7318808432520899
58,red,-0.1224657755760864,0.06579571221195682,0.18826148778804322,8.975573429725733,7.1705091751705465,0.771732147645052,0.82,0.45,0.4886953122119568,0.8595200000000001,0.43000000000000005,0,0,2,11,12,0.7073363184849131,0.7188590020979935
59,draw,-0.08004145482204522,0.09344347258897742,0.17348492741102264,9.171311170737082,7.15507270808763,0.7571523162147841,0.82,0.45,0.5034718725889774,0.8802800000000001,0.43000000000000005,2,3,0,11,9,0.696989766493034,0.6284412071562102
60,draw,-0.10587251084937954,0.07896554457531027,0.1848380554246898,11.216693158055216,8.234966465400879,0.7436437653454094,0.82,0.45,0.49211874457531024,0.87524,0.43000000000000005,1,0,1,11,10,0.7065064082010035,0.6721254948535589
61,draw,-0.10287005125181081,0.07931357437409461,0.18218362562590543,10.584152552629828,7.1461325761303796,0.7524631246409353,0.82,0.4505602681894633,0.49477317437409457,0.8715200000000001,0.43000000000000005,0,1,1,10,11,0.6786245340425545,0.6735825279394017
62,draw,-0.10074119639514978,0.07881560180242511,0.1795567981975749,9.849549472309562,7.7367226954130155,0.7533071464650791,0.82,0.45,0.4974000018024251,0.86648,0.43000000000000005,2,2,1,12,11,0.7037661884364702,0.6540800092744337
63,draw,-0.11847915486074378,0.07121142256962812,0.1896905774303719,10.439592498479577,7.279236088265891,0.7621773626787286,0.82,0.45,0.48726622256962815,0.87056,0.43000000000000005,2,2,4,12,11,0.7002928318806196,0.6986471906196825
64,draw,-0.09967304139750166,0.08169327930124917,0.18136632069875083,10.823192106090653,6.446254050090663,0.7606854040062413,0.82,0.45,0.4955904793012492,0.8740399999999999,0.43000000000000005,0,0,0,10,10,0.6892475616508652,0.6675154968294337
65,draw,-0.1178112535699975,0.07117337321500125,0.18898462678499875,10.651109785317646,6.5292301467087075,0.7545778328824227,0.82,0.45,0.4879721732150013,0.8693599999999999,0.43000000000000005,0,1,3,11,10,0.6691097006991189,0.6478927963962045
66,draw,-0.10592045125181093,0.0762631743740945,0.18218362562590543,10.506255767538743,8.051142044067296,0.7456694608188198,0.82,0.4526077785337221,0.49477317437409457,0.8665999999999999,0.43000000000000005,3,1,1,10,13,0.6988407593711078,0.692873833184692
67,draw,-0.10677167294397727,0.07620956352801136,0.18298123647198863,10.225801530649559,8.171112810897162,0.7275356993819472,0.82,0.45,0.49397556352801136,0.8678,0.43000000000000005,3,2,2,12,11,0.7348027378782391,0.6956240274500881
68,draw,-0.10843591251985724,0.07608424374007136,0.1845201562599286,9.224100005379205,3.5758259877539076,0.7815020951874384,0.82,0.45,0.4924366437400714,0.87008,0.43000000000000005,0,4,4,12,10,0.7400448726291443,0.6675792638121709
69,draw,-0.1024730712214238,0.07623846438928808,0.17871153561071187,10.459656694394175,4.389219941179792,0.7840808550358178,0.82,0.45,0.4982452643892881,0.86096,0.43000000000000005,0,1,0,12,10,0.6919918407639458,0.6529921997126463
70,draw,-0.09673228965469693,0.08022485517265157,0.1769571448273485,11.158901100983229,6.832382917367542,0.7632863779534599,0.82,0.45,0.49999965517265155,0.86456,0.43000000000000005,0,3,1,12,12,0.717061464020243,0.6788015494794455
71,red,-0.1299041851758463,0.06241130741207687,0.19231549258792316,9.713317183517455,7.905362796147958,0.748151528171019,0.82,0.45147894360252633,0.48464130741207684,0.8606,0.43000000000000005,1,1,4,13,10,0.7405017902846557,0.6617713768005844
72,draw,-0.09597959639514975,0.08357720180242514,0.1795567981975749,11.047001200212089,7.855615392643808,0.7552935502982824,0.82,0.45,0.4974000018024251,0.87416,0.43000000000000005,1,2,1,11,11,0.7158783010657526,0.6988150406751673
73,draw,-0.11677933224937004,0.07031293387531498,0.18709226612468502,10.75218743963114,7.169948562109547,0.7661777213891846,0.82,0.45,0.489864533875315,0.86492,0.43000000000000005,0,3,4,11,11,0.713355326807536,0.678025485026555
74,draw,-0.10168184139750158,0.07968447930124925,0.18136632069875083,11.344881172822479,7.173376270123973,0.738850915451044,0.82,0.45320375009585734,0.4955904793012492,0.8708,0.43000000000000005,0,0,0,10,10,0.6908288358547753,0.666736214818263
75,draw,-0.11196448970660539,0.07439435514669732,0.1863588448533027,11.358983824523134,7.6739513209679835,0.7540151439637024,0.82,0.45,0.49059795514669735,0.87032,0.43000000000000005,2,2,3,11,12,0.7021730948372182,0.6937048537393494
76,draw,-0.11985971084937957,0.06497834457531024,0.1848380554246898,11.29435633713336,8.460868710010086,0.7241389578543734,0.82,0.45,0.49211874457531024,0.85268,0.43000000000000005,1,0,1,10,12,0.6815676224899896,0.6631585187084099
77,draw,-0.10364687294397723,0.0793343635280114,0.18298123647198863,11.10050877678476,8.018738191011803,0.7513452600262075,0.82,0.46265652582633937,0.49397556352801136,0.8728400000000001,0.43000000000000005,2,2,2,12,10,0.7351400373101488,0.6467566204524636
78,draw,-0.10773251084937957,0.07710554457531024,0.1848380554246898,10.785570743399568,6.810469572827778,0.7514812105362378,0.82,0.45,0.49211874457531024,0.87224,0.43000000000000005,1,0,1,10,12,0.7050292170701554,0.6965428233374418
79,red,-0.12014629134992222,0.06766225432503889,0.1878085456749611,9.9065901945967,6.928197155664838,0.7682749001564702,0.82,0.4524784353198589,0.4891482543250389,0.8618,0.43000000000000005,1,4,5,12,11,0.7118930707526235,0.676925647024888
80,draw,-0.11796005356999739,0.07102457321500136,0.18898462678499875,10.838446969451434,7.491799891424116,0.7596801422035176,0.82,0.45042102030115966,0.4879721732150013,0.8691200000000001,0.43000000000000005,1,1,3,12,12,0.6959182646700394,0.7037190668753354
81,draw,-0.10869971084937963,0.07613834457531019,0.1848380554246898,10.646740877096352,5.935640698193286,0.7710638666846665,0.82,0.45537702812876396,0.49211874457531024,0.8706799999999999,0.43000000000000005,0,0,1,10,11,0.6784605342926529,0.6628016247761547
82,draw,-0.11181568970660538,0.07454315514669732,0.1863588448533027,10.912248441749375,7.463697336302824,0.7581029623580707,0.82,0.45,0.49059795514669735,0.87056,0.43000000000000005,0,2,3,11,10,0.7212827252215216,0.6850358839197535
83,draw,-0.1168074907071876,0.07357245464640624,0.19037994535359384,10.665836708558228,7.681297339245024,0.7496862124753654,0.82,0.45,0.4865768546464062,0.87548,0.43000000000000005,3,3,5,13,12,0.7496221171100863,0.7227116845208015
84,draw,-0.10234925125181082,0.0798343743740946,0.18218362562590543,11.493690157351557,8.617395563449636,0.7247203541633843,0.82,0.45052841545975586,0.49477317437409457,0.87236,0.43000000000000005,1,1,1,11,12,0.7176503294917854,0.7019321033727377
85,draw,-0.09944984139750157,0.08191647930124926,0.18136632069875083,10.9550071666823,8.135153341139373,0.7153911578297605,0.82,0.45,0.4955904793012492,0.8744000000000001,0.43000000000000005,2,0,0,11,11,0.7037090923751016,0.6491690497604726
86,draw,-0.09034587122142379,0.08836566438928808,0.17871153561071187,10.2610004705494,7.0175977957166396,0.7518259126319567,0.82,0.4606995009465676,0.4982452643892881,0.88052,0.43000000000000005,0,1,0,11,10,0.7005031440734579,0.647597959101334
87,draw,-0.09637227122142378,0.0823392643892881,0.17871153561071187,10.567480061518003,7.824025061033236,0.7120584695313262,0.82,0.45,0.4982452643892881,0.8708,0.43000000000000005,1,1,0,11,10,0.7062121709807374,0.6729503912129364
88,draw,-0.11294051084937956,0.07189754457531025,0.1848380554246898,11.101147053942567,7.470897135489697,0.7535873445033355,0.82,0.45,0.49211874457531024,0.86384,0.43000000000000005,1,0,1,10,13,0.6789756582805954,0.7146591437622236
89,draw,-0.10056584139750174,0.08080047930124909,0.18136632069875083,11.088072245774766,5.232867289415902,0.742732692185145,0.82,0.459533550317539,0.4955904793012492,0.8725999999999998,0.43000000000000005,1,0,0,12,11,0.7083290648994607,0.6280264504848735
90,draw,-0.11271731084937953,0.07212074457531029,0.1848380554246898,10.276156853719721,6.743052291200813,0.7575507281472551,0.82,0.45,0.49211874457531024,0.8642000000000001,0.43000000000000005,1,0,1,11,12,0.6772091905048684,0.7054071702736261
91,red,-0.12557352509873515,0.06740383745063247,0.19297736254936762,9.808902604240338,6.911859012659052,0.767730201783844,0.82,0.45,0.48397943745063243,0.86972,0.43000000000000005,0,2,5,11,10,0.7023000820766039,0.6624792604211246
92,draw,-0.10200371084937954,0.08283434457531028,0.1848380554246898,10.412987436094133,7.767945835497504,0.7394187978634618,0.82,0.45,0.49211874457531024,0.88148,0.43000000000000005,0,0,1,10,10,0.6633524419605862,0.6862519255417451
93,draw,-0.09721784139750167,0.08414847930124916,0.18136632069875083,11.478000339786803,7.859961569182351,0.7388170467980198,0.82,0.4506855432716821,0.4955904793012492,0.8779999999999999,0.43000000000000005,0,0,0,10,9,0.7043719617223541,0.6607449791305972
94,draw,-0.10744127294397732,0.07553996352801132,0.18298123647198863,10.298605462938879,6.894056022522455,0.742944671154624,0.82,0.45532191777170256,0.49397556352801136,0.8667199999999999,0.43000000000000005,3,2,2,12,10,0.7110149286371457,0.6214659013845817
95,draw,-0.11379271251985723,0.07072744374007137,0.1845201562599286,10.388355440344728,6.933776969395217,0.7661678765470374,0.82,0.46491358339997635,0.4924366437400714,0.86144,0.43000000000000005,1,4,4,11,11,0.6925538772694294,0.6856937393418446
96,draw,-0.0992244512518109,0.08295917437409453,0.18218362562590543,12.022647248003707,8.148377291449274,0.7454464898857597,0.82,0.45,0.49477317437409457,0.8774,0.43000000000000005,0,1,1,11,11,0.6794011985700493,0.6689614451442948
97,draw,-0.11505751251985724,0.06946264374007136,0.1845201562599286,10.829791944097447,6.928108043508198,0.765360294111353,0.82,0.45725895509827624,0.4924366437400714,0.8593999999999999,0.43000000000000005,1,4,4,11,11,0.6960177248492656,0.6755274203454515
98,draw,-0.09967085125181091,0.08251277437409452,0.18218362562590543,11.212080504063692,6.972200583398478,0.752296635804023,0.82,0.45,0.49477317437409457,0.8766799999999999,0.43000000000000005,0,1,1,10,11,0.6664495556573745,0.6823988520879264
99,draw,-0.09815787122142372,0.08055366438928815,0.17871153561071187,10.867600294167998,8.07985300783788,0.7502348897073096,0.82,0.45,0.4982452643892881,0.86792,0.43000000000000005,2,1,0,10,10,0.6793386764081307,0.6529558617705726
100,red,-0.12820893527434762,0.06861573236282617,0.1968246676371738,10.896517769587193,6.679281910061163,0.7536730817671538,0.82,0.45,0.4801321323628262,0.87788,0.43000000000000005,1,3,7,11,12,0.6948778331500124,0.7206254698734059
101,draw,-0.10947751251985716,0.07504264374007144,0.1845201562599286,9.070181406871995,5.015935180293185,0.7971011383918198,0.82,0.46395615071042207,0.4924366437400714,0.8684000000000001,0.43000000000000005,1,4,4,13,11,0.759636330246072,0.6877015896121186
102,draw,-0.10535171084937961,0.0794863445753102,0.1848380554246898,12.331978693863258,6.2539217333097525,0.7412530746773418,0.82,0.4581528554812872,0.49211874457531024,0.87608,0.43000000000000005,0,0,1,10,10,0.6528687191848647,0.6592376189233066
103,red,-0.12209741612403585,0.0689558919379821,0.19105330806201795,10.390752430809005,8.4001978370639,0.7549616914602292,0.82,0.4568104180121742,0.4859034919379821,0.86912,0.43000000000000005,1,4,6,12,10,0.6946456525671312,0.6886329774840113
104,draw,-0.09553319639514973,0.08402360180242516,0.1795567981975749,11.372582379722832,7.127540760720437,0.7471921080352908,0.82,0.464179002259166,0.4974000018024251,0.8748800000000001,0.43000000000000005,2,2,1,12,11,0.694750845910312,0.6898098071996279
105,draw,-0.10353965125181086,0.07864397437409457,0.18218362562590543,11.568112017113275,6.873514387147283,0.7499930054703786,0.82,0.45400911568303953,0.49477317437409457,0.87044,0.43000000000000005,0,1,1,11,10,0.7017112166053758,0.6824927516165318
106,draw,-0.11099728970660538,0.07536155514669732,0.1863588448533027,10.78056462665727,6.714687453255382,0.7625856585627295,0.82,0.45,0.49059795514669735,0.87188,0.43000000000000005,2,2,3,12,11,0.7190537791393481,0.6864779819290315
107,draw,-0.09877805125181083,0.0834055743740946,0.18218362562590543,10.830240362653155,7.688133556532271,0.7562915166735399,0.82,0.45,0.49477317437409457,0.87812,0.43000000000000005,0,1,1,11,10,0.698873847081888,0.644617858143383
108,draw,-0.11978349070718769,0.07059645464640615,0.19037994535359384,10.204718559844956,5.514775228129987,0.781337499376064,0.82,0.4594307355125784,0.4865768546464062,0.8706799999999999,0.43000000000000005,0,3,5,11,10,0.6899305356939778,0.6749433064066459
109,draw,-0.11404549134992226,0.07376305432503885,0.1878085456749611,10.889024878954771,6.7317912475662345,0.7697639109740043,0.82,0.45,0.4891482543250389,0.87164,0.43000000000000005,1,4,5,10,12,0.6890956648343665,0.7245776124751252
110,draw,-0.10145645125181091,0.08072717437409452,0.18218362562590543,10.86886785123388,6.869160145732503,0.755039365301103,0.82,0.45,0.49477317437409457,0.8737999999999999,0.43000000000000005,1,1,1,12,10,0.7121291016407729,0.6829646043489224
111,draw,-0.11283613224937,0.07425613387531502,0.18709226612468502,10.651504598401782,8.03288072936097,0.7420031505898077,0.82,0.45,0.489864533875315,0.87128,0.43000000000000005,2,3,4,11,11,0.7011121675896911,0.7051131420975831
112,draw,-0.10743697557608639,0.08082451221195683,0.18826148778804322,10.585877537597863,8.295098913028246,0.7319013018063644,0.82,0.45,0.4886953122119568,0.8837600000000001,0.43000000000000005,1,0,2,10,11,0.69206002159724,0.70237904652833
113,draw,-0.11644301612403585,0.0746102919379821,0.19105330806201795,10.570151434944883,7.135882166293223,0.7586026655277375,0.82,0.46203075430864055,0.4859034919379821,0.87824,0.43000000000000005,3,4,6,11,13,0.7110363315029692,0.7290935019267366
