episode,outcome,score_margin,blue_strategic_score,red_strategic_score,blue_reward,red_reward,mean_tension,final_tension,final_stability,military_balance,coalition_strength,resource_leverage,clamps,commitments_blue,commitments_red,blue_unique_actions,red_unique_actions,blue_entropy_norm,red_entropy_norm
114,draw,-0.10004504139750159,0.08132127930124924,0.18136632069875083,11.043213494092724,6.519440128762234,0.7653893275031476,0.82,0.45,0.4955904793012492,0.87344,0.43000000000000005,0,0,0,9,10,0.6492997527560002,0.6617125703938634
115,draw,-0.0980834712214238,0.08062806438928807,0.17871153561071187,10.80235043261958,7.934331996793519,0.7547419390466298,0.82,0.45,0.4982452643892881,0.8680399999999999,0.43000000000000005,1,1,0,11,11,0.7107633625981418,0.671143269665019
116,draw,-0.09309867122142379,0.08561286438928808,0.17871153561071187,10.913949551671331,7.256501413585123,0.7413492390936499,0.82,0.4561504948726521,0.4982452643892881,0.87608,0.43000000000000005,2,1,0,11,11,0.6884960157437625,0.6767367376978733
117,draw,-0.10949491813029893,0.07611274093485051,0.18560765906514945,10.398233276276518,8.179909387245145,0.7301639298007233,0.82,0.45,0.49134914093485055,0.87188,0.43000000000000005,4,1,2,12,12,0.7124081947405658,0.6872078684893705
118,draw,-0.11840645356999746,0.07057817321500129,0.18898462678499875,11.049756092972038,7.490273765042801,0.7619669285417687,0.82,0.45,0.4879721732150013,0.8684,0.43000000000000005,1,1,3,11,11,0.7032039428877075,0.6675994218568614
119,red,-0.12269997777734809,0.07092381111132598,0.19362378888867407,6.996555871781062,5.841981082341823,0.7892686150729313,0.82,0.45934713772471797,0.4833330111113259,0.8764400000000001,0.43000000000000005,1,3,6,12,12,0.737378957892556,0.6954336109098306
120,draw,-0.10532851813029898,0.08027914093485047,0.18560765906514945,10.913315069217209,7.534994605154939,0.7627620804232336,0.82,0.45,0.49134914093485055,0.8785999999999999,0.43000000000000005,1,1,2,11,10,0.697642061264819,0.638356769231483
121,draw,-0.1125705755760864,0.07569091221195681,0.18826148778804322,11.797027169167048,7.801337251544784,0.7564821780361304,0.82,0.45,0.4886953122119568,0.87548,0.43000000000000005,0,0,2,10,11,0.6895268637945666,0.6903149566870219
122,draw,-0.10203751251985715,0.08248264374007144,0.1845201562599286,8.898081520893442,5.654072085919346,0.7818663812547079,0.82,0.45,0.4924366437400714,0.8804000000000001,0.43000000000000005,0,4,4,11,10,0.6861731701336129,0.6855741211182427
123,draw,-0.10994131813029889,0.07566634093485056,0.18560765906514945,11.025465925302885,7.921642986309567,0.7440240730136775,0.82,0.45,0.49134914093485055,0.87116,0.43000000000000005,0,1,2,11,9,0.7105173572094438,0.6194318839394134
124,draw,-0.10840847294397726,0.07457276352801137,0.18298123647198863,10.286849320009935,6.9085640662229615,0.7588502753512978,0.82,0.4519738810846023,0.49397556352801136,0.86516,0.43000000000000005,1,2,2,12,11,0.7305808766026708,0.6782126840085321
125,draw,-0.11561008970660536,0.07074875514669735,0.1863588448533027,10.252470914122833,6.669543819562418,0.7384115722777512,0.82,0.45,0.49059795514669735,0.86444,0.43000000000000005,2,2,3,13,11,0.7428038777751957,0.6883538843839038
126,draw,-0.10928608970660536,0.07707275514669734,0.1863588448533027,10.48470688586117,6.368053421058388,0.7735960048199078,0.82,0.45,0.49059795514669735,0.87464,0.43000000000000005,0,2,3,11,10,0.7160254463501436,0.6849419843914627
127,red,-0.12361445356999745,0.0653701732150013,0.18898462678499875,10.44486591158248,8.426836565762445,0.7387637732274617,0.82,0.45,0.4879721732150013,0.86,0.43000000000000005,2,1,3,11,11,0.6780404201031197,0.7117003111203403
128,draw,-0.10495325125181082,0.0772303743740946,0.18218362562590543,10.191188865384735,5.800809446157794,0.7731548753508779,0.82,0.45,0.49477317437409457,0.86816,0.43000000000000005,1,1,1,11,12,0.669597297626587,0.6733871508231278
129,draw,-0.11639765356999748,0.07258697321500127,0.18898462678499875,10.574766032733828,7.099280226625244,0.7393150399855063,0.82,0.45,0.4879721732150013,0.87164,0.43000000000000005,1,1,3,12,11,0.7136650991786565,0.7007491494621557
130,draw,-0.11768603774670972,0.07395158112664516,0.19163761887335487,11.42303181440819,7.461250050686786,0.7328643984717826,0.82,0.45,0.4853191811266451,0.87812,0.43000000000000005,0,0,3,10,10,0.6718206830581402,0.6879376205005828
131,draw,-0.10989217557608644,0.07836931221195678,0.18826148778804322,9.391737012378133,6.802249794409028,0.7463677837853283,0.82,0.45,0.4886953122119568,0.8798,0.43000000000000005,0,0,2,10,11,0.6690766129883386,0.667368351544728
132,draw,-0.10439087294397731,0.07859036352801133,0.18298123647198863,11.455819982444192,6.919973635349516,0.7572096066104864,0.82,0.45,0.49397556352801136,0.87164,0.43000000000000005,1,2,2,12,10,0.7363387354161227,0.6885522046674367
133,draw,-0.09736664139750156,0.08399967930124927,0.18136632069875083,10.941232782691655,8.553293054314372,0.7312040032582371,0.82,0.45,0.4955904793012492,0.8777600000000001,0.43000000000000005,0,0,0,10,9,0.7075723493733772,0.642941048560297
134,draw,-0.11152897557608649,0.07673251221195673,0.18826148778804322,10.500199966827202,8.442890226266659,0.7105677308579474,0.82,0.45,0.4886953122119568,0.8771599999999999,0.43000000000000005,1,0,2,11,11,0.6686785017389189,0.6973527846205692
135,draw,-0.11492415504755438,0.07358412247622284,0.18850827752377722,9.922391971045077,5.872252411948956,0.7759800692962696,0.82,0.45259837628747357,0.48844852247622284,0.87248,0.43000000000000005,1,5,6,11,11,0.7136344199073289,0.6895889204319514
136,draw,-0.10105199530822251,0.07932980234588874,0.18038179765411125,10.375353232770644,8.024708045278933,0.7406859597702571,0.82,0.4572391374845922,0.4965750023458888,0.8686399999999999,0.43000000000000005,2,3,2,13,11,0.750221166125771,0.6873605744246968
137,draw,-0.10718744139750158,0.07417887930124925,0.18136632069875083,11.1451210535591,8.60860197385264,0.731791441049351,0.82,0.45,0.4955904793012492,0.86192,0.43000000000000005,0,0,0,11,9,0.6878075175799744,0.6511619649548114
138,draw,-0.10756051813029888,0.07804714093485057,0.18560765906514945,10.090642089331503,7.213246237764903,0.7467719885215178,0.82,0.45,0.49134914093485055,0.875,0.43000000000000005,1,1,2,11,10,0.7023690720277815,0.6719046080858826
139,draw,-0.09714344139750164,0.08422287930124919,0.18136632069875083,11.258267608058583,9.056468573966303,0.717467894988354,0.82,0.4609526827673868,0.4955904793012492,0.87812,0.43000000000000005,1,0,0,10,10,0.6806525423578338,0.6306496575105695
140,draw,-0.09885245125181086,0.08333117437409457,0.18218362562590543,9.42656500671408,6.994191275282639,0.7613299288209099,0.82,0.452504130251343,0.49477317437409457,0.878,0.43000000000000005,0,1,1,11,11,0.6887944943003075,0.686208863329787
141,draw,-0.10120827122142378,0.07750326438928809,0.17871153561071187,11.170391424472497,7.7778047357316185,0.7605854019217849,0.82,0.45,0.4982452643892881,0.863,0.43000000000000005,0,1,0,11,9,0.6849419843911482,0.6375837459656628
142,draw,-0.10401251084937957,0.08082554457531024,0.1848380554246898,10.886490512602732,8.061108340590998,0.7439563984319477,0.82,0.45,0.49211874457531024,0.87824,0.43000000000000005,2,0,1,11,11,0.6946087145507677,0.6852467961865668
143,draw,-0.10899731084937953,0.07584074457531029,0.1848380554246898,10.70834010303225,7.3372568796341175,0.7637931382449378,0.82,0.45,0.49211874457531024,0.8702000000000001,0.43000000000000005,0,0,1,10,10,0.6928849179566174,0.6703710555177116
144,red,-0.12305938517584636,0.0692561074120768,0.19231549258792316,10.561991228047557,8.576870275426417,0.7489993304858548,0.82,0.4528792985371461,0.48464130741207684,0.87164,0.43000000000000005,1,1,4,11,11,0.703163289115517,0.7055112533466882
145,red,-0.13192381179768575,0.06233149410115715,0.1942553058988429,9.437482165510923,7.7912209306195965,0.7491063625787393,0.82,0.45,0.48270149410115715,0.8636,0.43000000000000005,2,4,7,12,11,0.7374628829202983,0.7030951082828523
146,red,-0.12284141612403587,0.06821189193798208,0.19105330806201795,9.462370846620193,6.258989590512199,0.7825771514578871,0.82,0.45,0.4859034919379821,0.86792,0.43000000000000005,0,4,6,10,10,0.6716473088822945,0.6949184869225175
147,red,-0.12261069070718766,0.06776925464640618,0.19037994535359384,10.614772089046856,8.171003717482549,0.7512242820940825,0.82,0.4515451971499061,0.4865768546464062,0.86612,0.43000000000000005,0,3,5,12,11,0.7083823106555609,0.7193585909350814
148,draw,-0.10056365125181094,0.08161997437409449,0.18218362562590543,11.690565903926139,6.920484119520106,0.7451826690310507,0.82,0.45,0.49477317437409457,0.8752399999999999,0.43000000000000005,0,1,1,10,10,0.6586993817248176,0.6316592989618661
149,draw,-0.10356839639514981,0.07598840180242508,0.1795567981975749,11.141348331130073,6.658491065677749,0.7363470914537221,0.82,0.45,0.4974000018024251,0.86192,0.43000000000000005,0,2,1,12,11,0.7333480598830188,0.6889427498551317
150,draw,-0.10237799639514977,0.07717880180242512,0.1795567981975749,10.31840252613279,6.984905734513685,0.7590570857922548,0.82,0.45,0.4974000018024251,0.86384,0.43000000000000005,1,2,1,11,11,0.6798906038623659,0.6945148150224769
151,draw,-0.10525085125181088,0.07693277437409454,0.18218362562590543,10.495008208391521,8.474812248114143,0.7368484066302033,0.82,0.45,0.49477317437409457,0.86768,0.43000000000000005,2,1,1,13,10,0.7198737149223946,0.6737492677247676
152,draw,-0.11201773224937006,0.07507453387531496,0.18709226612468502,9.906936639304332,5.845952694177361,0.7721416892060323,0.82,0.4532686440984018,0.489864533875315,0.8725999999999999,0.43000000000000005,1,3,4,11,11,0.6821602037164154,0.6702651275495412
153,draw,-0.11254205125181083,0.0696415743740946,0.18218362562590543,10.452129761817174,8.35321659871224,0.7511977984187533,0.82,0.45,0.49477317437409457,0.85592,0.43000000000000005,0,1,1,12,11,0.7326726519006871,0.6728672753033923
154,draw,-0.1146285181302989,0.07097914093485055,0.18560765906514945,10.216629236468389,8.022568210631066,0.7344901110750447,0.82,0.45,0.49134914093485055,0.8636,0.43000000000000005,0,1,2,11,11,0.668225434388676,0.6910040549254145
155,draw,-0.10654331319312038,0.07721654340343978,0.18375985659656016,11.089100384328965,7.671211085103505,0.7567118127268544,0.82,0.45,0.49319694340343984,0.8706799999999999,0.43000000000000005,1,3,3,12,11,0.7401130534618092,0.6725736828290257
156,draw,-0.10438679639514975,0.07517000180242514,0.1795567981975749,10.122930302848676,7.078807853472592,0.7722150954711982,0.82,0.45,0.4974000018024251,0.8606,0.43000000000000005,2,2,1,12,12,0.7161093713775711,0.6917909029973661
157,draw,-0.10428691813029894,0.0813207409348505,0.18560765906514945,11.410151575598547,5.7282493285714535,0.7691610812134002,0.82,0.45840266332448176,0.49134914093485055,0.88028,0.43000000000000005,0,1,2,10,10,0.6826504181275597,0.6700035870099889
158,red,-0.1297679777773481,0.06385581111132596,0.19362378888867407,9.606760158031168,7.713778145128111,0.7623183490593933,0.82,0.45386628873996704,0.4833330111113259,0.86504,0.43000000000000005,0,3,6,11,10,0.6909295408538758,0.6710750888326689
159,draw,-0.10443245125181089,0.07775117437409454,0.18218362562590543,11.320219956006687,7.824540000986283,0.7580858572568372,0.82,0.45,0.49477317437409457,0.869,0.43000000000000005,1,1,1,11,12,0.6729410167866778,0.7044552866748628
160,draw,-0.11212211084937962,0.07271594457531019,0.1848380554246898,10.572423279405553,8.289456362164607,0.7427345240050702,0.82,0.45,0.49211874457531024,0.8651599999999999,0.43000000000000005,0,0,1,10,9,0.6766565284259581,0.6385925910760387
161,draw,-0.11096551251985715,0.07355464374007145,0.1845201562599286,9.575560100071794,6.2126947571764966,0.7778059159332206,0.82,0.45935677147442544,0.4924366437400714,0.8660000000000001,0.43000000000000005,2,4,4,11,11,0.7276007756450343,0.6900089000710994
162,draw,-0.10190504139750162,0.07946127930124922,0.18136632069875083,8.872500452955723,7.485031177902852,0.7579174279955131,0.82,0.45,0.4955904793012492,0.87044,0.43000000000000005,0,0,0,9,10,0.6373351230936035,0.671211659541907
163,draw,-0.10691531319312036,0.0768445434034398,0.18375985659656016,10.315001777777297,7.588662038163292,0.7311366280806444,0.82,0.45,0.49319694340343984,0.87008,0.43000000000000005,4,3,3,12,14,0.7155152829379028,0.744723051485305
164,draw,-0.10413485125181082,0.0780487743740946,0.18218362562590543,11.06721448958411,7.641159426496987,0.7604084043480633,0.82,0.45,0.49477317437409457,0.86948,0.43000000000000005,0,1,1,11,10,0.6838278113875209,0.6594254179798881
165,draw,-0.11536573224936997,0.07172653387531505,0.18709226612468502,11.104048445141594,5.076621863930676,0.7504478982635054,0.82,0.45,0.489864533875315,0.8672000000000001,0.43000000000000005,0,3,4,11,11,0.72086150076187,0.7079880497123534
166,draw,-0.10558127294397723,0.0773999635280114,0.18298123647198863,11.350873037473688,7.872844751820867,0.7424615514519071,0.82,0.45507429068392563,0.49397556352801136,0.86972,0.43000000000000005,0,2,2,11,10,0.7121723728966395,0.6915448976092975
167,draw,-0.10691411084937952,0.0779239445753103,0.1848380554246898,9.695226382700254,7.857264309272154,0.721547903985853,0.82,0.4513278674010301,0.49211874457531024,0.8735600000000001,0.43000000000000005,2,0,1,11,12,0.6550263322225763,0.726981777627938
168,draw,-0.10267967294397723,0.0803015635280114,0.18298123647198863,10.85864602641345,7.407111318578584,0.7360530530400556,0.82,0.45,0.49397556352801136,0.8744000000000001,0.43000000000000005,2,2,2,12,11,0.7239253177033402,0.6742348227111867
169,draw,-0.0990506712214238,0.07966086438928807,0.17871153561071187,11.588812497110613,6.256402011083771,0.7496252909019671,0.82,0.45,0.4982452643892881,0.8664799999999999,0.43000000000000005,1,1,0,12,9,0.6690415198661395,0.5971600249886009
170,draw,-0.10691531319312031,0.07684454340343985,0.18375985659656016,7.646991769041037,5.819003329293557,0.7880520057835241,0.82,0.45,0.49319694340343984,0.8700800000000001,0.43000000000000005,0,3,3,12,10,0.7165712496094135,0.6683842645189675
171,draw,-0.11068531813029886,0.07492234093485059,0.18560765906514945,9.466764813943211,6.1452060550819345,0.7788631776693841,0.82,0.45,0.49134914093485055,0.8699600000000001,0.43000000000000005,0,1,2,11,10,0.6853889275464258,0.6634200592489063
172,draw,-0.1066644512518109,0.07551917437409453,0.18218362562590543,11.646245283107762,7.322589002880252,0.7417587954438404,0.82,0.4551763607038074,0.49477317437409457,0.8654,0.43000000000000005,1,1,1,11,10,0.693789378842011,0.6789592159911028
173,draw,-0.10763165125181084,0.07455197437409458,0.18218362562590543,11.067437881399727,7.8893576160760555,0.7457884491325478,0.82,0.4569023504442222,0.49477317437409457,0.86384,0.43000000000000005,0,1,1,10,11,0.6463096772971861,0.6751793372944809
174,draw,-0.11232211813029891,0.07328554093485054,0.18560765906514945,7.385585308960794,7.046567911635801,0.7504817918210557,0.82,0.45310181036033825,0.49134914093485055,0.86732,0.43000000000000005,0,1,2,11,10,0.6600882339779954,0.6694302566899301
175,draw,-0.10331864139750158,0.07804767930124926,0.18136632069875083,11.211529576682052,8.363028186374148,0.7172737213270385,0.82,0.45,0.4955904793012492,0.86816,0.43000000000000005,1,0,0,10,11,0.6901940936429163,0.6818036533778247
176,draw,-0.11789533224936999,0.06919693387531503,0.18709226612468502,9.666295865172025,5.655512031758248,0.7816264615240532,0.82,0.45216046688574296,0.489864533875315,0.8631200000000001,0.43000000000000005,0,3,4,10,10,0.6913670730532644,0.6923697939686749
177,red,-0.12102013224937008,0.06607213387531494,0.18709226612468502,9.118292863045339,8.142061349585179,0.7646132596094125,0.82,0.4617356658641981,0.489864533875315,0.85808,0.43000000000000005,1,3,4,11,9,0.7033411136715501,0.6724934735574252
178,draw,-0.11315269134992223,0.07465585432503888,0.1878085456749611,10.5931533691576,6.157068443126493,0.7749602362060574,0.82,0.45,0.4891482543250389,0.87308,0.43000000000000005,0,4,5,11,10,0.7250676178423611,0.6803264622469766
179,draw,-0.11859697557608645,0.06966451221195677,0.18826148778804322,11.901367326500225,8.06962187421845,0.7451948790419003,0.82,0.45160096534060845,0.4886953122119568,0.86576,0.43000000000000005,2,0,2,10,12,0.6664957700801856,0.712603571856525
180,draw,-0.1157445181302989,0.06986314093485055,0.18560765906514945,10.278541257404866,7.738977702180766,0.7512224675799343,0.82,0.45,0.49134914093485055,0.8618,0.43000000000000005,1,1,2,11,10,0.694804091666727,0.6597571932914365
181,draw,-0.10713851319312029,0.07662134340343987,0.18375985659656016,10.688972757292351,7.000946693354795,0.7582540158536101,0.82,0.4565991331423257,0.49319694340343984,0.86972,0.43000000000000005,2,3,3,12,11,0.7386358623306465,0.6850996509021761
182,draw,-0.10145864139750166,0.07990767930124917,0.18136632069875083,11.888794312406137,7.414807912301316,0.740323090298619,0.82,0.45,0.4955904793012492,0.8711599999999999,0.43000000000000005,0,0,0,11,9,0.6949766932543194,0.6445376488714677
183,draw,-0.1183485181302989,0.06725914093485055,0.18560765906514945,9.647811374254784,7.824259945864988,0.7421452822815929,0.82,0.45,0.49134914093485055,0.8576,0.43000000000000005,4,1,2,13,13,0.7417429505276687,0.7280746823158123
184,draw,-0.10272125125181086,0.07946237437409456,0.18218362562590543,11.277509236127162,7.371885763914661,0.7420046089122851,0.82,0.45,0.49477317437409457,0.87176,0.43000000000000005,0,1,1,11,10,0.6963169759940636,0.6534058461129203
185,draw,-0.09984839639514975,0.07970840180242514,0.1795567981975749,11.446135904254561,7.955553790139061,0.7463448355195678,0.82,0.45,0.4974000018024251,0.86792,0.43000000000000005,1,2,1,11,12,0.6931159882684363,0.6888259461598881
186,draw,-0.11907435486074369,0.07061622256962821,0.1896905774303719,10.585875015221042,7.648491236512026,0.7520112997729097,0.82,0.4515807379422837,0.48726622256962815,0.8696000000000002,0.43000000000000005,0,2,4,11,11,0.6779234073642825,0.6847735707913187
187,draw,-0.09937544139750165,0.08199087930124918,0.18136632069875083,10.435352239355977,6.476243661627755,0.7728810299762382,0.82,0.45,0.4955904793012492,0.87452,0.43000000000000005,0,0,0,10,10,0.6772304588206215,0.6607292349352049
188,draw,-0.0957770712214237,0.08293446438928817,0.17871153561071187,10.347207480633763,7.893828276360318,0.7387663469410332,0.82,0.45,0.4982452643892881,0.8717600000000001,0.43000000000000005,0,1,0,12,9,0.7339676579744048,0.6595830844912306
189,draw,-0.09944765125181082,0.0827359743740946,0.18218362562590543,10.612461545405013,7.3045341993495185,0.7344938660832957,0.82,0.45,0.49477317437409457,0.87704,0.43000000000000005,0,1,1,11,11,0.6844895171155096,0.6652859872029153
190,draw,-0.1186296535699975,0.07035497321500125,0.18898462678499875,10.845411923258007,6.307229182661293,0.7663543431798246,0.82,0.45,0.4879721732150013,0.8680399999999999,0.43000000000000005,1,1,3,11,13,0.6947828233512884,0.6889278147779379
191,draw,-0.11907605356999745,0.0699085732150013,0.18898462678499875,11.216160331730153,7.620702791858822,0.7564108592272175,0.82,0.45,0.4879721732150013,0.86732,0.43000000000000005,1,1,3,11,12,0.6921182279290419,0.7093748480265146
192,red,-0.12097777557608647,0.06728371221195675,0.18826148778804322,9.490368927539945,8.816582346314867,0.7416184446534666,0.82,0.45,0.4886953122119568,0.86192,0.43000000000000005,0,0,2,9,11,0.6519131198309033,0.6799595938135438
193,red,-0.12418061612403586,0.06687269193798209,0.19105330806201795,6.473324932590509,5.872149196840492,0.7816392325409638,0.82,0.45,0.4859034919379821,0.86576,0.43000000000000005,2,4,6,12,11,0.7009600617289693,0.695590939738993
194,draw,-0.10421144139750166,0.07715487930124917,0.18136632069875083,11.470651822923305,6.9602107174808,0.7362605234843875,0.82,0.45,0.4955904793012492,0.8667199999999999,0.43000000000000005,1,0,0,10,9,0.6753753144853589,0.6055537520146163
195,draw,-0.1109085181302989,0.07469914093485056,0.18560765906514945,11.174703911074355,8.925556751951822,0.7140157473774418,0.82,0.45,0.49134914093485055,0.8696,0.43000000000000005,0,1,2,11,10,0.718843466947139,0.6791651676822145
196,draw,-0.11015773224937003,0.07693453387531499,0.18709226612468502,9.91410119823181,6.562405728582642,0.770243366304577,0.82,0.45,0.489864533875315,0.8756,0.43000000000000005,1,3,4,13,10,0.7392448858465651,0.6792484926353524
197,draw,-0.10182845125181089,0.08035517437409453,0.18218362562590543,10.94566952501069,7.698195544558169,0.7423765704000164,0.82,0.4531644328620756,0.49477317437409457,0.8732,0.43000000000000005,0,1,1,12,10,0.7261817908456735,0.675237543626912
198,draw,-0.11565365356999746,0.07333097321500129,0.18898462678499875,10.670847230984483,4.085658390388695,0.745148302464452,0.82,0.45,0.4879721732150013,0.87284,0.43000000000000005,3,1,3,13,11,0.6944304415145225,0.6700035870096742
199,draw,-0.1155048535699974,0.07347977321500135,0.18898462678499875,10.054314938963667,7.787854518588856,0.7300892209318552,0.82,0.45,0.4879721732150013,0.8730800000000001,0.43000000000000005,3,1,3,12,13,0.7155585541934546,0.7435931342869149
